domainID,siteID,year,month,discharge_month_mean_L_sec,discharge_month_max,discharge_month_min,fishLifeStage,scientificName,taxonRank,taxonID,fish_month_tally,sum_fish_mass
D17,BIGC,2021,4,40.88809027777777,54.71,27.45,juvenile,Salmo trutta,species,SALTRU,206,4008
D17,BIGC,2021,4,40.88809027777777,54.71,27.45,juvenile,Salmonidae sp.,family,SALSP2,13,154
D17,BIGC,2021,4,40.88809027777777,54.71,27.45,young of year,Chordata sp.,phylum,OTHE,13,3.899999999999999
D17,BIGC,2021,5,20.610020161290315,31.44,8.45,NA,NA,NA,NA,NA,NA
D17,BIGC,2021,6,5.628381944444452,15.17,0,NA,NA,NA,NA,NA,NA
D17,BIGC,2021,7,0.9752049731182897,7.41,0,NA,NA,NA,NA,NA,NA
D17,BIGC,2021,8,1.1476881720430137,7.93,0,NA,NA,NA,NA,NA,NA
D17,BIGC,2021,9,2.455729166666658,11.05,0,NA,NA,NA,NA,NA,NA
D17,BIGC,2021,10,30.684845430107544,673.09,1.43,NA,NA,NA,NA,NA,NA
D17,BIGC,2021,11,38.134034722222225,75.05,27.47,NA,NA,NA,NA,NA,NA
D17,BIGC,2021,12,114.36206653225788,2413.73,33.59,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,1,62.21864919354837,93.66,36.48,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,2,30.930703125000004,37.08,27.42,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,3,31.26607190860215,49.85,25.81,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,4,27.75339236111111,59.79,22.69,adult,Salmo trutta,species,SALTRU,97,4678.699999999998
D17,BIGC,2022,4,27.75339236111111,59.79,22.69,adult,Salmonidae sp.,family,SALSP2,2,56.2
D17,BIGC,2022,4,27.75339236111111,59.79,22.69,juvenile,Salmo trutta,species,SALTRU,158,1896.4999999999995
D17,BIGC,2022,4,27.75339236111111,59.79,22.69,juvenile,Salmonidae sp.,family,SALSP2,6,90
D17,BIGC,2022,4,27.75339236111111,59.79,22.69,young of year,Salmo trutta,species,SALTRU,2,10.8
D17,BIGC,2022,4,27.75339236111111,59.79,22.69,young of year,Salmonidae sp.,family,SALSP2,14,4.199999999999999
D17,BIGC,2022,4,27.75339236111111,59.79,22.69,NA,Salmo trutta,species,SALTRU,1,15.9
D17,BIGC,2022,5,18.432725134408603,24.05,10.49,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,6,15.884347222222226,30.31,7.1,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,7,11.298034274193546,23.74,4.59,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,8,7.862331989247319,21.96,0.23,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,9,9.858010416666675,20.84,0,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,10,9.100188172043012,14.6,7.2,adult,Salmo trutta,species,SALTRU,16,552
D17,BIGC,2022,10,9.100188172043012,14.6,7.2,juvenile,Salmo trutta,species,SALTRU,5,24
D17,BIGC,2022,10,9.100188172043012,14.6,7.2,NA,Salmo trutta,species,SALTRU,1,1
D17,BIGC,2022,11,29.076579861111107,388.01,8.01,NA,NA,NA,NA,NA,NA
D17,BIGC,2022,12,140.53298723118286,6839.86,19.9,NA,NA,NA,NA,NA,NA
D17,TECR,2021,10,3.4057022849462397,72.18,1.28,NA,NA,NA,NA,NA,NA
D17,TECR,2021,11,3.251888888888889,4.41,3.07,NA,NA,NA,NA,NA,NA
D17,TECR,2021,12,9.124818548387086,270.69,3.01,NA,NA,NA,NA,NA,NA
D17,TECR,2022,1,4.904942876344085,6.41,4.54,NA,NA,NA,NA,NA,NA
D17,TECR,2022,2,8.652924107142859,18.25,4.67,NA,NA,NA,NA,NA,NA
D17,TECR,2022,3,23.492812499999996,73.12,7.13,NA,NA,NA,NA,NA,NA
D17,TECR,2022,4,33.35273611111112,67.83,23.91,NA,NA,NA,NA,NA,NA
D17,TECR,2022,5,17.255473790322586,27.75,11.1,adult,Salvelinus fontinalis,species,SALFON,69,2994
D17,TECR,2022,5,17.255473790322586,27.75,11.1,gravid female,Salvelinus fontinalis,species,SALFON,1,25
D17,TECR,2022,5,17.255473790322586,27.75,11.1,juvenile,Salvelinus fontinalis,species,SALFON,97,1724
D17,TECR,2022,5,17.255473790322586,27.75,11.1,young of year,Salvelinus fontinalis,species,SALFON,55,221
D17,TECR,2022,5,17.255473790322586,27.75,11.1,NA,Salvelinus fontinalis,species,SALFON,1,0
D17,TECR,2022,6,9.05587847222222,12.05,6.23,NA,NA,NA,NA,NA,NA
D17,TECR,2022,7,4.9167708333333335,8.23,2.05,NA,NA,NA,NA,NA,NA
D17,TECR,2022,8,2.661055107526882,7.01,1.48,NA,NA,NA,NA,NA,NA
D17,TECR,2022,9,5.170232638888884,9.5,1.4,NA,NA,NA,NA,NA,NA
D17,TECR,2022,10,7.171710349462359,18.91,0.66,adult,Salvelinus fontinalis,species,SALFON,14,393
D17,TECR,2022,10,7.171710349462359,18.91,0.66,juvenile,Salvelinus fontinalis,species,SALFON,7,29
D17,TECR,2022,10,7.171710349462359,18.91,0.66,young of year,Salvelinus fontinalis,species,SALFON,1,0.3
D17,TECR,2022,11,13.678062500000001,64.22,5.67,NA,NA,NA,NA,NA,NA
D17,TECR,2022,12,27.385480510752704,419.02,7.58,NA,NA,NA,NA,NA,NA
D07,LECO,2016,10,NA,NA,NA,NA,Oncorhynchus mykiss,species,ONCMYK,287,2907.2999999999993
D07,LECO,2016,10,NA,NA,NA,NA,Rhinichthys atratulus,species,RHIATR,295,1098.799999999999
D07,LECO,2016,10,NA,NA,NA,NA,Rhinichthys cataractae,species,RHICAT,101,579.5999999999999
D07,LECO,2016,10,NA,NA,NA,NA,Salvelinus fontinalis,species,SALFON,5,57.400000000000006
D07,LECO,2017,11,NA,NA,NA,adult,Oncorhynchus mykiss,species,ONCMYK,39,1358.7000000000003
D07,LECO,2017,11,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,140,647.2000000000004
D07,LECO,2017,11,NA,NA,NA,adult,Rhinichthys cataractae,species,RHICAT,80,536.8000000000001
D07,LECO,2017,11,NA,NA,NA,juvenile,Oncorhynchus mykiss,species,ONCMYK,57,509.89999999999986
D07,LECO,2017,11,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,36,36.1
D07,LECO,2017,11,NA,NA,NA,juvenile,Rhinichthys cataractae,species,RHICAT,39,46.59999999999998
D07,LECO,2017,11,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,99,35.300000000000004
D07,LECO,2017,11,NA,NA,NA,young of year,Rhinichthys cataractae,species,RHICAT,16,5.199999999999998
D07,LECO,2018,6,NA,NA,NA,adult,Oncorhynchus mykiss,species,ONCMYK,37,2135.6
D07,LECO,2018,6,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,89,539.1
D07,LECO,2018,6,NA,NA,NA,adult,Rhinichthys cataractae,species,RHICAT,32,376.8999999999999
D07,LECO,2018,6,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,6,29.400000000000002
D07,LECO,2018,6,NA,NA,NA,larval,Oncorhynchus mykiss,species,ONCMYK,1,1.1
D07,LECO,2018,6,NA,NA,NA,larval,Rhinichthys atratulus,species,RHIATR,1,0.6
D07,LECO,2018,6,NA,NA,NA,young of year,Oncorhynchus mykiss,species,ONCMYK,30,34.2
D07,LECO,2018,6,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,126,138.39999999999998
D07,LECO,2018,6,NA,NA,NA,young of year,Rhinichthys cataractae,species,RHICAT,39,88.00000000000001
D07,LECO,2018,6,NA,NA,NA,NA,Oncorhynchus mykiss,species,ONCMYK,1,1.3
D07,LECO,2018,6,NA,NA,NA,NA,Rhinichthys atratulus,species,RHIATR,54,112.19999999999997
D07,LECO,2018,6,NA,NA,NA,NA,Rhinichthys cataractae,species,RHICAT,54,269.99999999999994
D07,LECO,2018,10,NA,NA,NA,adult,Oncorhynchus mykiss,species,ONCMYK,14,1506.8
D07,LECO,2018,10,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,319,931.7999999999994
D07,LECO,2018,10,NA,NA,NA,adult,Rhinichthys cataractae,species,RHICAT,88,513.1999999999999
D07,LECO,2018,10,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,1,7.1
D07,LECO,2018,10,NA,NA,NA,juvenile,Oncorhynchus mykiss,species,ONCMYK,81,1314.8000000000002
D07,LECO,2018,10,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,10,4.1
D07,LECO,2018,10,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,2,0.6
D07,LECO,2019,4,NA,NA,NA,adult,Oncorhynchus mykiss,species,ONCMYK,9,747.1
D07,LECO,2019,4,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,224,750.1000000000001
D07,LECO,2019,4,NA,NA,NA,adult,Rhinichthys cataractae,species,RHICAT,55,254.90000000000006
D07,LECO,2019,4,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,14,87.1
D07,LECO,2019,4,NA,NA,NA,gravid female,Rhinichthys cataractae,species,RHICAT,7,75.4
D07,LECO,2019,4,NA,NA,NA,juvenile,Oncorhynchus mykiss,species,ONCMYK,15,370.59999999999997
D07,LECO,2019,4,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,8,6.3999999999999995
D07,LECO,2019,4,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,2,0.6
D07,LECO,2019,10,NA,NA,NA,adult,Oncorhynchus mykiss,species,ONCMYK,78,3315.7999999999984
D07,LECO,2019,10,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,358,1339.3999999999999
D07,LECO,2019,10,NA,NA,NA,adult,Rhinichthys cataractae,species,RHICAT,151,763.1000000000001
D07,LECO,2019,10,NA,NA,NA,adult,Salvelinus fontinalis,species,SALFON,1,28.9
D07,LECO,2019,10,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,2,6.800000000000001
D07,LECO,2019,10,NA,NA,NA,juvenile,Oncorhynchus mykiss,species,ONCMYK,61,475.69999999999993
D07,LECO,2019,10,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,41,27.500000000000007
D07,LECO,2019,10,NA,NA,NA,juvenile,Rhinichthys cataractae,species,RHICAT,1,0.9
D07,LECO,2019,10,NA,NA,NA,juvenile,Salvelinus fontinalis,species,SALFON,1,5.3
D07,LECO,2019,10,NA,NA,NA,young of year,Oncorhynchus mykiss,species,ONCMYK,15,61.8
D07,LECO,2019,10,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,34,10.400000000000002
D07,LECO,2021,5,NA,NA,NA,adult,Oncorhynchus mykiss,species,ONCMYK,33,2023.5
D07,LECO,2021,5,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,213,1062.9000000000003
D07,LECO,2021,5,NA,NA,NA,adult,Rhinichthys cataractae,species,RHICAT,103,745.8
D07,LECO,2021,5,NA,NA,NA,adult,Salvelinus fontinalis,species,SALFON,1,55.3
D07,LECO,2021,5,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,14,64
D07,LECO,2021,5,NA,NA,NA,gravid female,Rhinichthys cataractae,species,RHICAT,2,20
D07,LECO,2021,5,NA,NA,NA,juvenile,Oncorhynchus mykiss,species,ONCMYK,3,105.9
D07,LECO,2021,5,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,66,43.5
D07,LECO,2021,5,NA,NA,NA,juvenile,Rhinichthys cataractae,species,RHICAT,4,5.199999999999999
D07,LECO,2021,5,NA,NA,NA,juvenile,Salvelinus fontinalis,species,SALFON,1,3.7
D07,LECO,2021,5,NA,NA,NA,young of year,Oncorhynchus mykiss,species,ONCMYK,33,22.400000000000013
D07,LECO,2021,5,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,22,6.599999999999998
D07,WALK,2016,3,NA,NA,NA,NA,Cottus carolinae,species,COTCAR,2,10
D07,WALK,2016,3,NA,NA,NA,NA,Hypentelium nigricans,species,HYPNIG,1,632
D07,WALK,2016,3,NA,NA,NA,NA,Rhinichthys atratulus,species,RHIATR,113,368.6
D07,WALK,2016,11,NA,NA,NA,NA,Cottus carolinae,species,COTCAR,3,9.2
D07,WALK,2016,11,NA,NA,NA,NA,Rhinichthys atratulus,species,RHIATR,151,257.8
D07,WALK,2017,3,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,2,12.3
D07,WALK,2017,3,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,5,1.5
D07,WALK,2017,3,NA,NA,NA,NA,Cottus carolinae,species,COTCAR,55,178.8
D07,WALK,2017,3,NA,NA,NA,NA,Rhinichthys atratulus,species,RHIATR,252,357.30000000000047
D07,WALK,2017,10,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,37,147
D07,WALK,2017,10,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,189,642.5000000000001
D07,WALK,2017,10,NA,NA,NA,gravid female,Cottus carolinae,species,COTCAR,1,6.9
D07,WALK,2017,10,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,7,43.099999999999994
D07,WALK,2017,10,NA,NA,NA,juvenile,Cottus carolinae,species,COTCAR,12,12.299999999999999
D07,WALK,2017,10,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,146,108.19999999999989
D07,WALK,2017,10,NA,NA,NA,young of year,Cottus carolinae,species,COTCAR,6,1.8
D07,WALK,2017,10,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,67,20.100000000000026
D07,WALK,2017,10,NA,NA,NA,NA,Rhinichthys atratulus,species,RHIATR,1,0.3
D07,WALK,2018,3,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,41,287.19999999999993
D07,WALK,2018,3,NA,NA,NA,adult,Cyprinella sp.,genus,CYPSP1,1,3
D07,WALK,2018,3,NA,NA,NA,adult,Cyprinidae sp.,family,CYPSP3,1,3.4
D07,WALK,2018,3,NA,NA,NA,adult,Perciformes sp.,order,PERSP5,2,4.9
D07,WALK,2018,3,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,90,455.7999999999999
D07,WALK,2018,3,NA,NA,NA,gravid female,Cottus carolinae,species,COTCAR,2,13.5
D07,WALK,2018,3,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,44,270.6999999999999
D07,WALK,2018,3,NA,NA,NA,juvenile,Cottus carolinae,species,COTCAR,13,43.7
D07,WALK,2018,3,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,105,115
D07,WALK,2018,3,NA,NA,NA,young of year,Cottus carolinae,species,COTCAR,2,3.0999999999999996
D07,WALK,2018,3,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,47,16.20000000000001
D07,WALK,2018,11,NA,NA,NA,adult,Campostoma anomalum,species,CAMANO,1,12
D07,WALK,2018,11,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,59,393.70000000000005
D07,WALK,2018,11,NA,NA,NA,adult,Notropis atherinoides,species,NOTATH,1,1.4
D07,WALK,2018,11,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,286,772.5
D07,WALK,2018,11,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,4,11.600000000000001
D07,WALK,2018,11,NA,NA,NA,juvenile,Cottus carolinae,species,COTCAR,6,5.8
D07,WALK,2018,11,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,47,19.900000000000002
D07,WALK,2018,11,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,18,5.399999999999999
D07,WALK,2019,3,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,24,209.09999999999994
D07,WALK,2019,3,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,148,552.2
D07,WALK,2019,3,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,5,36.2
D07,WALK,2019,3,NA,NA,NA,juvenile,Cottus carolinae,species,COTCAR,1,1
D07,WALK,2019,3,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,36,24.899999999999995
D07,WALK,2019,3,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,45,13.70000000000001
D07,WALK,2019,11,NA,NA,NA,adult,Campostoma anomalum,species,CAMANO,3,33.3
D07,WALK,2019,11,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,10,88.8
D07,WALK,2019,11,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,197,523.3
D07,WALK,2019,11,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,72,48.4
D07,WALK,2019,11,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,71,21.30000000000003
D07,WALK,2020,3,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,4,45.4
D07,WALK,2020,3,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,153,455.4999999999997
D07,WALK,2020,3,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,16,92.80000000000001
D07,WALK,2020,3,NA,NA,NA,juvenile,Cottus carolinae,species,COTCAR,1,2.7
D07,WALK,2020,3,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,66,43.800000000000004
D07,WALK,2020,3,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,47,14.100000000000012
D07,WALK,2020,3,NA,NA,NA,NA,Rhinichthys atratulus,species,RHIATR,1,4.5
D07,WALK,2020,11,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,15,136
D07,WALK,2020,11,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,248,736.4000000000001
D07,WALK,2020,11,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,2,14.399999999999999
D07,WALK,2020,11,NA,NA,NA,juvenile,Cottus carolinae,species,COTCAR,45,85.39999999999999
D07,WALK,2020,11,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,116,71.60000000000001
D07,WALK,2020,11,NA,NA,NA,young of year,Cottus carolinae,species,COTCAR,14,9.3
D07,WALK,2020,11,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,99,29.70000000000005
D07,WALK,2021,3,NA,NA,NA,adult,Cottus carolinae,species,COTCAR,26,131.79999999999998
D07,WALK,2021,3,NA,NA,NA,adult,Rhinichthys atratulus,species,RHIATR,47,111.19999999999999
D07,WALK,2021,3,NA,NA,NA,gravid female,Rhinichthys atratulus,species,RHIATR,1,6.1
D07,WALK,2021,3,NA,NA,NA,juvenile,Cottus carolinae,species,COTCAR,4,9.299999999999999
D07,WALK,2021,3,NA,NA,NA,juvenile,Rhinichthys atratulus,species,RHIATR,20,13.499999999999998
D07,WALK,2021,3,NA,NA,NA,young of year,Rhinichthys atratulus,species,RHIATR,10,2.9999999999999996
D08,MAYF,2016,4,NA,NA,NA,NA,Ameiurus natalis,species,AMENAT,2,99
D08,MAYF,2016,4,NA,NA,NA,NA,Etheostoma lachneri,species,ETHLAC,2,1.8
D08,MAYF,2016,4,NA,NA,NA,NA,Etheostoma stigmaeum,species,ETHSTI,8,4.8
D08,MAYF,2016,4,NA,NA,NA,NA,Fundulus olivaceus,species,FUNOLI,5,12.1
D08,MAYF,2016,4,NA,NA,NA,NA,Hypentelium etowanum,species,HYPETO,4,101.39999999999999
D08,MAYF,2016,4,NA,NA,NA,NA,Ichthyomyzon gagei,species,ICHGAG,2,5.6
D08,MAYF,2016,4,NA,NA,NA,NA,Lampetra aepyptera,species,LAMAEP,35,94.59999999999998
D08,MAYF,2016,4,NA,NA,NA,NA,Lepomis macrochirus,species,LEPMAC,1,17.4
D08,MAYF,2016,4,NA,NA,NA,NA,Moxostoma carinatum,species,MOXCAR,2,241.7
D08,MAYF,2016,4,NA,NA,NA,NA,Nocomis leptocephalus,species,NOCLEP,6,60.7
D08,MAYF,2016,4,NA,NA,NA,NA,Notropis baileyi,species,NOTBAI,267,411.6000000000001
D08,MAYF,2016,4,NA,NA,NA,NA,Noturus leptacanthus,species,NOTLEP,1,0.9
D08,MAYF,2016,4,NA,NA,NA,NA,Percina nigrofasciata,species,PERNIG,9,9.3
D08,MAYF,2016,10,NA,NA,NA,NA,Ameiurus natalis,species,AMENAT,1,44.9
D08,MAYF,2016,10,NA,NA,NA,NA,Erimyzon oblongus,species,ERIOBL,3,30.7
D08,MAYF,2016,10,NA,NA,NA,NA,Etheostoma stigmaeum,species,ETHSTI,17,18.700000000000003
D08,MAYF,2016,10,NA,NA,NA,NA,Etheostoma swaini,species,ETHSWA,3,5.6000000000000005
D08,MAYF,2016,10,NA,NA,NA,NA,Fundulus olivaceus,species,FUNOLI,8,49.9
D08,MAYF,2016,10,NA,NA,NA,NA,Ichthyomyzon gagei,species,ICHGAG,32,67.7
D08,MAYF,2016,10,NA,NA,NA,NA,Lampetra aepyptera,species,LAMAEP,18,60.70000000000001
D08,MAYF,2016,10,NA,NA,NA,NA,Luxilus chrysocephalus,species,LUXCHR,3,18.1
D08,MAYF,2016,10,NA,NA,NA,NA,Nocomis leptocephalus,species,NOCLEP,33,254.2
D08,MAYF,2016,10,NA,NA,NA,NA,Notropis baileyi,species,NOTBAI,53,53.60000000000001
D08,MAYF,2016,10,NA,NA,NA,NA,Notropis telescopus,species,NOTTEL,5,3.9999999999999996
D08,MAYF,2016,10,NA,NA,NA,NA,Percina nigrofasciata,species,PERNIG,8,12.399999999999999
D08,MAYF,2016,10,NA,NA,NA,NA,Semotilus atromaculatus,species,SEMATR,1,31.4
D08,MAYF,2016,11,NA,NA,NA,NA,Ameiurus natalis,species,AMENAT,6,268.6
D08,MAYF,2016,11,NA,NA,NA,NA,Esox americanus americanus,subspecies,ESOAME,1,34.3
D08,MAYF,2016,11,NA,NA,NA,NA,Etheostoma lachneri,species,ETHLAC,6,4.300000000000001
D08,MAYF,2016,11,NA,NA,NA,NA,Etheostoma stigmaeum,species,ETHSTI,34,17.099999999999998
D08,MAYF,2016,11,NA,NA,NA,NA,Etheostoma swaini,species,ETHSWA,18,9.3
D08,MAYF,2016,11,NA,NA,NA,NA,Fundulus olivaceus,species,FUNOLI,23,30.60000000000001
D08,MAYF,2016,11,NA,NA,NA,NA,Hypentelium etowanum,species,HYPETO,2,28.799999999999997
D08,MAYF,2016,11,NA,NA,NA,NA,Ichthyomyzon gagei,species,ICHGAG,23,90.59999999999998
D08,MAYF,2016,11,NA,NA,NA,NA,Lampetra aepyptera,species,LAMAEP,21,71.09999999999998
D08,MAYF,2016,11,NA,NA,NA,NA,Lepomis macrochirus,species,LEPMAC,2,7
D08,MAYF,2016,11,NA,NA,NA,NA,Luxilus chrysocephalus,species,LUXCHR,11,72.89999999999999
D08,MAYF,2016,11,NA,NA,NA,NA,Nocomis leptocephalus,species,NOCLEP,32,140.00000000000003
D08,MAYF,2016,11,NA,NA,NA,NA,Notropis baileyi,species,NOTBAI,270,271.1000000000003
D08,MAYF,2016,11,NA,NA,NA,NA,Percina nigrofasciata,species,PERNIG,25,37.7
D08,MAYF,2016,11,NA,NA,NA,NA,Semotilus thoreauianus,species,SEMTHO,1,2.4
D08,MAYF,2017,3,NA,NA,NA,NA,Ameiurus natalis,species,AMENAT,1,176.8
D08,MAYF,2017,3,NA,NA,NA,NA,Esox americanus americanus,subspecies,ESOAME,1,0.3
D08,MAYF,2017,3,NA,NA,NA,NA,Etheostoma lachneri,species,ETHLAC,4,1.2
D08,MAYF,2017,3,NA,NA,NA,NA,Etheostoma stigmaeum,species,ETHSTI,9,4.699999999999999
D08,MAYF,2017,3,NA,NA,NA,NA,Etheostoma swaini,species,ETHSWA,2,1
D08,MAYF,2017,3,NA,NA,NA,NA,Fundulus olivaceus,species,FUNOLI,30,32.60000000000001
D08,MAYF,2017,3,NA,NA,NA,NA,Hypentelium etowanum,species,HYPETO,2,123.3
D08,MAYF,2017,3,NA,NA,NA,NA,Ichthyomyzon gagei,species,ICHGAG,81,245.09999999999997
D08,MAYF,2017,3,NA,NA,NA,NA,Lampetra aepyptera,species,LAMAEP,4,8.2
D08,MAYF,2017,3,NA,NA,NA,NA,Lepomis auritus,species,LEPAUR,1,38.7
D08,MAYF,2017,3,NA,NA,NA,NA,Moxostoma carinatum,species,MOXCAR,1,52.7
D08,MAYF,2017,3,NA,NA,NA,NA,Nocomis leptocephalus,species,NOCLEP,15,119.59999999999997
D08,MAYF,2017,3,NA,NA,NA,NA,Notropis baileyi,species,NOTBAI,129,181.69999999999996
D08,MAYF,2017,3,NA,NA,NA,NA,Noturus funebris,species,NOTFUN,10,239.79999999999995
D08,MAYF,2017,3,NA,NA,NA,NA,Percina nigrofasciata,species,PERNIG,6,9
D08,MAYF,2017,3,NA,NA,NA,NA,Semotilus atromaculatus,species,SEMATR,1,1.8
D08,MAYF,2017,11,NA,NA,NA,NA,Etheostoma stigmaeum,species,ETHSTI,5,2
D08,MAYF,2017,11,NA,NA,NA,NA,Fundulus olivaceus,species,FUNOLI,8,8.1
D08,MAYF,2017,11,NA,NA,NA,NA,Ichthyomyzon gagei,species,ICHGAG,13,27.500000000000004
D08,MAYF,2017,11,NA,NA,NA,NA,Lampetra aepyptera,species,LAMAEP,3,8.799999999999999
D08,MAYF,2017,11,NA,NA,NA,NA,Luxilus chrysocephalus,species,LUXCHR,7,41.6
D08,MAYF,2017,11,NA,NA,NA,NA,Notropis baileyi,species,NOTBAI,50,50.19999999999999
D08,MAYF,2017,11,NA,NA,NA,NA,Percina nigrofasciata,species,PERNIG,2,1.9
D08,MAYF,2017,11,NA,NA,NA,NA,Semotilus atromaculatus,species,SEMATR,5,3.7
D08,MAYF,2018,4,NA,NA,NA,adult,Ameiurus natalis,species,AMENAT,1,46.8
D08,MAYF,2018,4,NA,NA,NA,adult,Etheostoma lachneri,species,ETHLAC,1,0.5
D08,MAYF,2018,4,NA,NA,NA,adult,Etheostoma stigmaeum,species,ETHSTI,8,5.500000000000001
D08,MAYF,2018,4,NA,NA,NA,adult,Etheostoma swaini,species,ETHSWA,4,1.5999999999999999
D08,MAYF,2018,4,NA,NA,NA,adult,Fundulus olivaceus,species,FUNOLI,7,17.700000000000003
D08,MAYF,2018,4,NA,NA,NA,adult,Hypentelium etowanum,species,HYPETO,3,131.8
D08,MAYF,2018,4,NA,NA,NA,adult,Ichthyomyzon gagei,species,ICHGAG,13,32.7
D08,MAYF,2018,4,NA,NA,NA,adult,Lampetra aepyptera,species,LAMAEP,56,195.49999999999994
D08,MAYF,2018,4,NA,NA,NA,adult,Luxilus chrysocephalus,species,LUXCHR,1,20.9
D08,MAYF,2018,4,NA,NA,NA,adult,Moxostoma carinatum,species,MOXCAR,2,851.2
D08,MAYF,2018,4,NA,NA,NA,adult,Nocomis leptocephalus,species,NOCLEP,5,145.6
D08,MAYF,2018,4,NA,NA,NA,adult,Notropis baileyi,species,NOTBAI,98,166.10000000000002
D08,MAYF,2018,4,NA,NA,NA,adult,Noturus funebris,species,NOTFUN,12,373.8
D08,MAYF,2018,4,NA,NA,NA,adult,Percina nigrofasciata,species,PERNIG,5,12.3
D08,MAYF,2018,4,NA,NA,NA,gravid female,Notropis baileyi,species,NOTBAI,15,33.8
D08,MAYF,2018,4,NA,NA,NA,gravid female,Noturus funebris,species,NOTFUN,2,72.7
D08,MAYF,2018,4,NA,NA,NA,juvenile,Esox americanus,species,ESOAME2,1,0.8
D08,MAYF,2018,4,NA,NA,NA,juvenile,Etheostoma stigmaeum,species,ETHSTI,5,1.5
D08,MAYF,2018,4,NA,NA,NA,juvenile,Etheostoma swaini,species,ETHSWA,2,0.6
D08,MAYF,2018,4,NA,NA,NA,juvenile,Fundulus olivaceus,species,FUNOLI,8,4.8999999999999995
